title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
KIA RIO,3840,64000,2014,2.0,Petrol,Hatchback,1.3L,Manual
Citroen C3,3995,69500,2014,3.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,2295,38000,2007,1.0,Petrol,Hatchback,1.3L,Manual
Abarth 500,4950,88000,2009,8.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,4795,47000,2010,1.0,Petrol,Hatchback,1.4L,Manual
Mazda Mazda2,2495,63960,2008,2.0,Petrol,Hatchback,1.3L,Manual
Audi A3,3650,113000,2009,3.0,Diesel,Hatchback,2.0L,Automatic
Nissan Juke,4750,80000,2011,1.0,Petrol,SUV,1.6L,Manual
Toyota Yaris,5450,67176,2014,2.0,Petrol,Hatchback,1.3L,Manual
Vauxhall Insignia,2095,128000,2011,2.0,Diesel,Hatchback,2.0L,Manual
SEAT Leon,2495,136782,2003,1.0,Petrol,Hatchback,1.8L,Manual
Vauxhall Zafira,2350,104000,2009,5.0,Diesel,MPV,1.9L,Automatic
Toyota Prius,4795,93000,2008,2.0,Petrol Hybrid,Hatchback,1.5L,Automatic
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Beetle,1295,84000,2005,5.0,Petrol,Hatchback,1.6L,Manual
Audi A3,2395,148000,2007,6.0,Diesel,Hatchback,2.0L,Automatic
Audi A4 Avant,7995,112000,2014,4.0,Diesel,Estate,2.0L,Manual
Peugeot 107,2495,76100,2011,2.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,2495,112000,2011,4.0,Petrol,Hatchback,1.3L,Manual
Ford Fiesta,5480,73623,2014,1.0,Petrol,Hatchback,1.0L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Ford Focus,4795,90000,2012,1.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Zafira Tourer,3850,66000,2012,4.0,Diesel,MPV,2.0L,Manual
Volkswagen CC,5995,136000,2014,2.0,Diesel,Saloon,2.0L,Automatic
BMW X1,10295,119000,2015,3.0,Diesel,SUV,2.0L,Manual
Mercedes-Benz E Class,5395,126000,2011,2.0,Diesel,Saloon,3.0L,Automatic
KIA Picanto,2699,56000,2010,3.0,Petrol,Hatchback,1.1L,Manual
Citroen C4 Cactus,5550,72700,2015,2.0,Diesel,Hatchback,1.6L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Vauxhall Astra,3295,113000,2013,2.0,Petrol,Estate,1.6L,Manual
BMW 5 SERIES,8494,158930,2016,1.0,Diesel,Saloon,2.0L,Automatic
Ford Focus,2245,113000,2010,4.0,Petrol,Hatchback,1.6L,Manual
KIA Ceed,6495,52000,2013,2.0,Diesel,Hatchback,1.6L,Manual
Fiat 500,3695,73997,2014,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Toyota Avensis,1995,117562,2003,2.0,Petrol,Hatchback,1.8L,Automatic
Citroen C4 Cactus,3800,119618,2015,2.0,Diesel,Hatchback,1.6L,Manual
Audi A3,3690,142136,2011,3.0,Diesel,Hatchback,2.0L,Manual
Nissan Juke,6500,52000,2013,2.0,Petrol,SUV,1.6L,Manual
MINI Hatch,7995,69000,2017,1.0,Diesel,Hatchback,1.5L,Manual
Dacia Sandero Stepway,5995,74000,2016,2.0,Diesel,Hatchback,1.5L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Hyundai IX35,6595,62160,2012,3.0,Petrol,SUV,1.6L,Manual
Dacia Sandero Stepway,6793,39000,2017,3.0,Diesel,Hatchback,1.5L,Manual
Peugeot 208,6795,72040,2017,4.0,Diesel,Hatchback,1.6L,Manual
Audi A4,2495,106000,2009,3.0,Diesel,Saloon,2.0L,Manual
Renault Clio,3699,64267,2000,4.0,Petrol,Hatchback,2.0L,Manual
Hyundai i30,3450,65220,2011,2.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,1595,86500,2007,3.0,Petrol,Hatchback,1.4L,Manual
Ford Mondeo,3595,92000,2011,4.0,Diesel,Estate,2.0L,Manual
BMW 1 Series,8990,87000,2015,3.0,Diesel,Hatchback,2.0L,Manual
Mazda Mazda6,6800,87898,2013,1.0,Diesel,Estate,2.2L,Manual
Renault Clio,7799,29740,2015,3.0,Petrol,Hatchback,0.9L,Manual
SEAT Ibiza,4295,38364,2009,2.0,Petrol,Hatchback,1.2L,Manual
KIA Picanto,2990,30213,2009,1.0,Petrol,Hatchback,1.0L,Manual
Peugeot 308,2995,98000,2012,3.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
Mercedes-Benz E Class,3995,73100,2002,5.0,Petrol,Saloon,5.0L,Automatic
Land Rover Range Rover Sport,4995,95000,2007,6.0,Diesel,SUV,2.7L,Automatic
Ford KA,3200,47506,2011,3.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,2250,86000,2009,4.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Corsa,5495,35000,2014,2.0,Petrol,Hatchback,1.2L,Manual
Nissan X-trail,15699,46010,2018,2.0,Diesel,SUV,1.6L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Volkswagen Scirocco,9750,124000,2016,1.0,Diesel,Hatchback,2.0L,Manual
Mitsubishi Shogun,5990,158000,2008,4.0,Diesel,SUV,3.2L,Automatic
Hyundai i40,6949,50094,2013,4.0,Diesel,Saloon,1.7L,Automatic
Fiat 500,3195,93200,2011,3.0,Petrol,Hatchback,1.2L,Manual
Ford Mondeo,8940,97000,2017,1.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Insignia,1995,162000,2011,3.0,Diesel,Hatchback,2.0L,Manual
Toyota Aygo,2450,98720,2010,4.0,Petrol,Hatchback,1.0L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
KIA Ceed,6295,78000,2013,1.0,Diesel,Hatchback,1.6L,Automatic
Ford Focus,4999,85694,2014,1.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Tiguan,5995,70000,2009,4.0,Petrol,SUV,2.0L,Automatic
DS Automobiles DS 3,6493,62000,2016,2.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra GTC,4995,63000,2013,2.0,Petrol,Coupe,1.6L,Manual
Vauxhall Astra,2495,122000,2012,2.0,Diesel,Hatchback,1.7L,Manual
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Mercedes-Benz C Class,2995,155000,2009,2.0,Diesel,Saloon,2.1L,Automatic
Volkswagen Scirocco,4995,133319,2013,2.0,Diesel,Hatchback,2.0L,Manual
BMW 2 Series,13950,59000,2014,5.0,Diesel,Coupe,2.0L,Automatic
Mazda MX-5,6989,27758,2009,2.0,Petrol,Convertible,2.0L,Automatic
Hyundai I20,3750,59525,2011,2.0,Petrol,Hatchback,1.2L,Manual
Mercedes-Benz CLK,2995,61320,2002,2.0,Petrol,Convertible,2.0L,Automatic
Audi A1,3890,137000,2011,3.0,Petrol,Hatchback,1.4L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Corsa,10990,23487,2020,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,1995,82000,2007,2.0,Petrol,Convertible,1.6L,Manual
Nissan X-trail,8495,81000,2012,3.0,Diesel,SUV,2.0L,Manual
Mercedes-Benz S Class,3795,152000,2008,3.0,Diesel,Saloon,3.0L,Automatic
Renault Clio,2895,70100,2012,2.0,Diesel,Hatchback,1.5L,Manual
Volvo S60,6700,85000,2011,3.0,Diesel,Saloon,2.0L,Automatic
Renault Clio,6895,22752,2013,2.0,Petrol,Hatchback,1.2L,Manual
Honda Cr-z,5200,107000,2011,7.0,Petrol Hybrid,Coupe,1.5L,Manual
MINI Countryman,6999,57980,2013,4.0,Petrol,SUV,1.6L,Manual
Hyundai i10,5295,71000,2016,3.0,Petrol,Hatchback,1.0L,Manual
Ford Fiesta,2490,59811,2007,2.0,Petrol,Hatchback,1.3L,Manual
Peugeot 108,4999,71075,2016,2.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz E Class,5995,99000,2014,4.0,Diesel,Saloon,2.1L,Automatic
SKODA Fabia,6495,70000,2017,1.0,Petrol,Hatchback,1.0L,Manual
Fiat 500,5900,45000,2016,2.0,Petrol,Hatchback,1.2L,Manual
BMW 2 Series,7500,57851,2014,1.0,Diesel,Coupe,2.0L,Manual
Nissan QASHQAI+2,5995,84642,2010,2.0,Diesel,SUV,1.5L,Manual
Volkswagen Tiguan,4295,115000,2009,3.0,Diesel,SUV,2.0L,Automatic
Ford KA,2850,76191,2009,2.0,Petrol,Hatchback,1.2L,Manual
Ford Mondeo,2995,113000,2011,3.0,Diesel,Hatchback,1.6L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Vauxhall Astra GTC,5099,67100,2013,3.0,Petrol,Coupe,1.4L,Automatic
Volkswagen Passat,7750,91350,2014,2.0,Diesel,Estate,2.0L,Manual
Citroen C3,3450,61843,2010,2.0,Petrol,Hatchback,1.4L,Manual
Mercedes-Benz A Class,13995,106000,2019,2.0,Petrol,Hatchback,1.3L,Manual
Mercedes-Benz E Class,8950,82856,2014,5.0,Diesel,Saloon,2.1L,Automatic
Dacia Logan MCV,5500,62000,2015,4.0,Diesel,Estate,1.5L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
Audi A4 Avant,5995,105000,2010,3.0,Diesel,Estate,3.0L,Automatic
Fiat Panda,1895,108000,2011,2.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Golf,5495,95000,2013,5.0,Diesel,Estate,1.6L,Manual
Citroen DS3,2495,106000,2010,5.0,Diesel,Hatchback,1.6L,Manual
Hyundai I30,4195,112207,2014,1.0,Diesel,Hatchback,1.4L,Manual
Ford Fiesta,6595,50181,2013,2.0,Petrol,Hatchback,1.0L,Manual
Audi A3,5450,81000,2011,6.0,Petrol,Hatchback,1.8L,Manual
Jaguar XF,8900,94000,2015,5.0,Diesel,Saloon,2.2L,Automatic
Vauxhall Insignia Grand Sport,7447,125000,2019,1.0,Diesel,Hatchback,1.6L,Manual
Toyota Yaris,3995,99000,2013,2.0,Diesel,Hatchback,1.4L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Vauxhall Insignia,8000,71518,2016,4.0,Petrol,Hatchback,2.0L,Manual
KIA Optima,5500,60270,2012,5.0,Diesel,Saloon,1.7L,Automatic
Audi A3,6499,55500,2012,4.0,Diesel,Hatchback,2.0L,Manual
Volvo V40,4250,118000,2013,4.0,Diesel,Hatchback,1.6L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Ford Kuga,3995,124000,2010,7.0,Diesel,SUV,2.0L,Manual
Toyota Aygo,3895,53700,2013,2.0,Petrol,Hatchback,1.0L,Manual
Citroen C3,7999,56425,2017,2.0,Petrol,Hatchback,1.2L,Manual
KIA Sorento,1795,125000,2005,4.0,Diesel,SUV,2.5L,Manual
Peugeot 308,2495,107000,2012,2.0,Diesel,Hatchback,1.6L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Chevrolet Captiva,5999,71512,2012,2.0,Diesel,SUV,2.2L,Automatic
Ford Fiesta,7780,51700,2016,2.0,Petrol,Hatchback,1.0L,Manual
Toyota Aygo,3290,73001,2012,3.0,Petrol,Hatchback,1.0L,Manual
BMW 3 Series,3450,131000,2005,7.0,Diesel,Estate,2.0L,Automatic
Volkswagen Polo,6495,95555,2015,2.0,Petrol,Hatchback,1.2L,Manual
Jaguar XF,8995,125000,2015,3.0,Diesel,Estate,2.2L,Automatic
Nissan Qashqai,5995,94900,2015,4.0,Diesel,SUV,1.5L,Manual
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
BMW 3 SERIES,12800,57000,2016,2.0,Diesel,Saloon,2.0L,Manual
Audi A3,6250,81000,2011,4.0,Diesel,Hatchback,2.0L,Manual
Vauxhall Zafira,1800,120000,2010,5.0,Diesel,MPV,1.9L,Automatic
Suzuki Grand Vitara,6495,24629,2011,3.0,Petrol,SUV,1.6L,Manual
Mercedes-Benz CLK,2699,77000,2004,2.0,Petrol,Coupe,1.8L,Automatic
KIA RIO,4200,55635,2012,4.0,Petrol,Hatchback,1.4L,Manual
Mercedes-Benz B Class,9870,25224,2014,1.0,Diesel,MPV,1.5L,Manual
Vauxhall Astra,4993,116000,2017,3.0,Diesel,Estate,1.6L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Hyundai I10,3990,50562,2012,2.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Corsa,6700,34685,2017,2.0,Petrol,Hatchback,1.4L,Manual
Mazda CX-3,8495,55400,2015,3.0,Diesel,SUV,1.5L,Manual
Ford Mondeo,5675,80000,2013,3.0,Diesel,Hatchback,2.0L,Manual
Ford Focus,11225,57727,2017,2.0,Petrol,Hatchback,1.0L,Automatic
Hyundai i10,2495,68100,2011,5.0,Petrol,Hatchback,1.2L,Manual
Ford Focus,4785,66436,2011,1.0,Petrol,Hatchback,1.6L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Renault Captur,5498,50600,2014,2.0,Petrol,SUV,0.9L,Manual
Ford Mondeo,2445,123000,2008,5.0,Diesel,Hatchback,2.0L,Manual
Audi Q7,7499,144000,2011,3.0,Diesel,SUV,3.0L,Automatic
Citroen C3,7970,76000,2019,1.0,Petrol,Hatchback,1.2L,Manual
BMW X1,4895,105000,2011,2.0,Diesel,SUV,2.0L,Manual
BMW 3 Series,6390,92080,2013,2.0,Diesel,Convertible,2.0L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Tiguan,14250,71396,2018,1.0,Diesel,SUV,2.0L,Manual
BMW X1,6850,90000,2013,7.0,Diesel,SUV,2.0L,Manual
Mercedes-Benz A Class,9250,79500,2015,2.0,Diesel,Hatchback,1.5L,Automatic
Vauxhall Antara,3240,86101,2013,3.0,Diesel,SUV,2.2L,Automatic
Jaguar XF,7749,68085,2013,2.0,Diesel,Saloon,2.2L,Automatic
Honda Civic,9395,109000,2018,2.0,Diesel,Hatchback,1.6L,Manual
Jaguar XJ,8000,95000,2011,5.0,Diesel,Saloon,3.0L,Automatic
Ford Fiesta,2695,146000,2008,4.0,Petrol,Hatchback,2.0L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Peugeot 107,1995,97100,2010,5.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz C Class,5970,102943,2014,3.0,Diesel,Saloon,2.1L,Automatic
BMW 3 SERIES,4695,82600,2010,3.0,Diesel,Saloon,2.0L,Manual
Vauxhall Zafira,3995,79980,2010,2.0,Diesel,MPV,1.9L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
KIA Sportage,6500,98198,2016,2.0,Diesel,SUV,1.7L,Manual
MINI Hatch,9695,33465,2017,2.0,Diesel,Hatchback,1.5L,Manual
BMW 3 Series,6295,137920,2014,2.0,Diesel,Estate,2.0L,Manual
Nissan Micra,8700,30666,2018,3.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Passat,11480,44006,2015,3.0,Diesel,Saloon,2.0L,Automatic
Land Rover Freelander 2,4495,148000,2011,4.0,Diesel,SUV,2.2L,Manual
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,10995,59800,2017,3.0,Petrol,Hatchback,1.0L,Manual
Smart Forfour,5595,51000,2016,4.0,Petrol,Hatchback,1.0L,Manual
Toyota Avensis,7989,98235,2018,2.0,Diesel,Saloon,1.6L,Manual
Volkswagen Golf,8650,100000,2015,2.0,Diesel,Hatchback,2.0L,Manual
Audi A6 Saloon,5995,94000,2011,4.0,Diesel,Saloon,2.0L,Manual
Honda Civic,4550,76680,2010,1.0,Petrol,Hatchback,1.4L,Manual
Jeep Grand Cherokee,2995,125000,2008,4.0,Diesel,SUV,3.0L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Audi A6,16995,66229,2017,1.0,Diesel,Saloon,2.0L,Automatic
SEAT Ibiza,5249,65946,2013,2.0,Petrol,Hatchback,1.4L,Manual
BMW 5 Series,4999,140000,2012,3.0,Diesel,Estate,2.0L,Manual
Vauxhall Corsa,8500,27500,2016,2.0,Petrol,Hatchback,1.0L,Manual
Mitsubishi Lancer,4500,76988,2011,2.0,Petrol,Hatchback,1.8L,Manual
MG ZT,15500,6,2004,4.0,Petrol,Saloon,1.8L,Manual
BMW X3,5595,96541,2009,1.0,Diesel,SUV,2.0L,Automatic
KIA Sportage,6895,82000,2013,3.0,Diesel,SUV,1.7L,Manual
Toyota Yaris,2895,98172,2008,3.0,Petrol,Hatchback,1.3L,Manual
Volkswagen Passat,6995,140735,2015,2.0,Diesel,Estate,2.0L,Manual
Vauxhall Corsa,3695,84000,2013,3.0,Petrol,Hatchback,1.2L,Manual
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Ford Fiesta,4950,71898,2014,2.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Polo,2995,68000,2008,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Touran,4000,144000,2012,3.0,Diesel,MPV,1.6L,Manual
KIA RIO,6995,84000,2017,2.0,Diesel,Hatchback,1.4L,Manual
MINI Hatch,4995,106289,2011,1.0,Petrol,Hatchback,1.6L,Manual
Ford Fiesta,3495,77900,2009,7.0,Diesel,Hatchback,1.4L,Manual
Honda Jazz,5395,50213,2011,2.0,Petrol,Hatchback,1.3L,Manual
Peugeot 3008,17990,9669,2019,1.0,Diesel,SUV,1.5L,Manual
Mercedes-Benz SLK,3295,93000,2007,5.0,Petrol,Convertible,1.8L,Automatic
Volkswagen Polo Hatchback,8175,60800,2015,2.0,Petrol,Hatchback,1.0L,Manual
Abarth Fiat 595 1.4 Tjet (165ps) Scorpioneoro,17000,17670,2020,1.0,Petrol,Hatchback,1.4L,Manual
Volvo V70,795,274100,2004,6.0,Petrol,Estate,2.4L,Automatic
BMW X1,7495,67000,2010,3.0,Diesel,SUV,2.0L,Automatic
Ford Focus,3995,102000,2013,2.0,Diesel,Estate,1.6L,Manual
Nissan Micra,1695,96000,2005,3.0,Petrol,Hatchback,1.2L,Manual
SEAT Leon,7295,51733,2014,3.0,Diesel,Hatchback,1.6L,Manual
Jaguar X-type,1650,102000,2008,3.0,Diesel,Saloon,2.0L,Manual
Toyota Auris,3500,67995,2008,2.0,Petrol,Hatchback,1.4L,Manual
Ford Fiesta,5234,56883,2011,3.0,Diesel,Hatchback,1.6L,Manual
Ford Focus,10195,60650,2019,1.0,Petrol,Hatchback,1.0L,Manual
Vauxhall Astra GTC,3295,116000,2014,2.0,Diesel,Coupe,2.0L,Manual
BMW 1 Series,14695,54000,2019,1.0,Diesel,Hatchback,1.5L,Manual
Hyundai ix35,6490,93000,2014,3.0,Diesel,SUV,1.7L,Manual
BMW 4 Series Gran Coupe,12950,77600,2014,4.0,Diesel,Hatchback,2.0L,Manual
BMW 1 Series,5500,118000,2010,4.0,Diesel,Hatchback,2.0L,Manual
Suzuki Alto,2495,83000,2014,1.0,Petrol,Hatchback,1.0L,Manual
Land Rover Freelander 2,2875,143000,2007,5.0,Diesel,SUV,2.2L,Manual
Audi A6,10995,72894,2012,2.0,Diesel,Saloon,3.0L,Automatic
Toyota Prius+,9495,55000,2012,1.0,Petrol Hybrid,MPV,1.8L,Automatic
SKODA Fabia,2499,79972,2006,1.0,Petrol,Hatchback,1.2L,Manual
Toyota Yaris,3550,95200,2006,5.0,Diesel,Hatchback,1.4L,Automatic
Land Rover Freelander 2,7547,122000,2012,3.0,Diesel,SUV,2.2L,Automatic
Peugeot 207,2950,59000,2012,2.0,Petrol,Hatchback,1.4L,Manual
KIA Proceed,5995,77570,2014,4.0,Diesel,Hatchback,1.6L,Manual
Ford Focus,1499,113187,2008,2.0,Petrol,Hatchback,1.6L,Manual
Suzuki Alto,3995,45000,2014,2.0,Petrol,Hatchback,1.0L,Manual
Mercedes-Benz C Class,8990,50000,2011,5.0,Diesel,Coupe,2.1L,Automatic
Audi A6 Avant,3290,139142,2007,5.0,Diesel,Estate,3.0L,Automatic
Hyundai i30,6250,83650,2015,2.0,Petrol,Hatchback,1.4L,Manual
BMW 3 Series,9800,67000,2011,5.0,Petrol,Saloon,2.0L,Automatic
Honda Civic,3695,113000,2009,4.0,Petrol,Hatchback,2.0L,Manual
DS Automobiles DS 7 CROSSBACK,14900,94000,2018,2.0,Diesel,SUV,2.0L,Automatic
Subaru Impreza,2395,130100,2001,5.0,Petrol,Saloon,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Ford Ecosport,5990,96600,2016,2.0,Petrol,SUV,1.0L,Manual
Ford KA,3300,89390,2014,4.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,3950,90000,2013,4.0,Diesel,Estate,1.7L,Manual
Peugeot 407,995,144100,2007,4.0,Diesel,Saloon,2.0L,Manual
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Mazda MAZDA 2,6950,64818,2016,2.0,Petrol,Hatchback,1.5L,Manual
Nissan Juke,7470,58277,2014,2.0,Petrol,SUV,1.6L,Manual
Mazda CX-5,7495,73000,2012,2.0,Diesel,SUV,2.2L,Manual
Volkswagen Polo,5950,71000,2013,2.0,Petrol,Hatchback,1.4L,Manual
Peugeot 2008,15990,40800,2021,1.0,Petrol,SUV,1.2L,Manual
Ford Focus,4670,74717,2012,5.0,Petrol,Hatchback,1.0L,Manual
Volkswagen Polo,6750,54500,2012,2.0,Petrol,Hatchback,1.4L,Manual
Vauxhall Astra,2500,136842,2014,1.0,Diesel,Estate,1.6L,Manual
BMW X5,4450,135000,2004,1.0,Diesel,SUV,3.0L,Automatic
Hyundai i40,6495,87000,2013,5.0,Diesel,Estate,1.7L,Automatic
Land Rover Freelander 2,7250,106000,2012,5.0,Diesel,SUV,2.2L,Manual
Fiat Panda,1700,94000,2009,3.0,Petrol,Hatchback,1.2L,Manual
Audi A3,9850,90000,2014,2.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Jetta,7350,39488,2013,2.0,Diesel,Saloon,1.6L,Manual
Toyota Yaris,7000,55000,2014,2.0,Petrol,Hatchback,1.3L,Manual
Mercedes-Benz E Class,8500,111000,2015,3.0,Diesel,Coupe,2.1L,Automatic
Volkswagen Golf,11995,79000,2020,1.0,Petrol,Hatchback,1.5L,Manual
Volkswagen Tiguan,15995,60000,2020,1.0,Petrol,SUV,1.5L,Manual
Fiat 500,5940,59623,2014,2.0,Petrol,Hatchback,1.2L,Manual
Ford Fiesta,3995,54442,2009,1.0,Diesel,Hatchback,1.4L,Manual
BMW 3 Series,5495,177000,2010,4.0,Diesel,Coupe,3.0L,Manual
Hyundai i20,4650,66018,2012,2.0,Petrol,Hatchback,1.2L,Manual
Land Rover Range Rover Evoque,13993,80000,2013,4.0,Diesel,SUV,2.2L,Automatic
Volkswagen Passat,9750,80000,2016,2.0,Diesel,Saloon,2.0L,Manual
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Golf,11995,78000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Peugeot 208,14975,10067,2020,1.0,Petrol,Hatchback,1.2L,Manual
Vauxhall Astra,6000,68000,2015,2.0,Petrol,Hatchback,1.4L,Manual
DS Automobiles DS 9,24770,16864,2021,1.0,Petrol Plug-in Hybrid,Saloon,1.6L,Automatic
Volkswagen Polo,5190,80786,2010,2.0,Petrol,Hatchback,1.4L,Manual
Audi A1,10000,41085,2017,2.0,Petrol,Hatchback,1.4L,Manual
Volkswagen Golf,4725,106408,2012,2.0,Diesel,Hatchback,1.6L,Manual
Vauxhall Corsa,6949,34960,2015,1.0,Petrol,Hatchback,1.2L,Manual
Lexus SC 430,4195,121000,2001,1.0,Petrol,Convertible,4.3L,Automatic
Fiat 500,7988,35912,2017,2.0,Petrol,Hatchback,1.2L,Manual
Ford Focus,7499,59300,2016,3.0,Petrol,Hatchback,1.0L,Manual
BMW 5 Series,3950,100200,2007,4.0,Petrol,Saloon,2.5L,Automatic
SKODA Octavia,4995,197790,2013,4.0,Diesel,Estate,2.0L,Manual
Mercedes-Benz CL,10000,90000,2007,3.0,Petrol,Coupe,5.5L,Automatic
Volkswagen Golf,3795,62500,2007,1.0,Petrol,Hatchback,1.6L,Manual
Audi A1,7950,89484,2012,5.0,Petrol,Hatchback,1.4L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Peugeot 3008,5495,68000,2013,2.0,Diesel,SUV,1.6L,Manual
Volkswagen Polo,8195,74670,2017,2.0,Petrol,Hatchback,1.2L,Manual
Volkswagen Golf,6319,121709,2014,3.0,Diesel,Hatchback,1.6L,Manual
Peugeot 2008,5999,52180,2018,1.0,Petrol,SUV,1.2L,Manual
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
MINI Hatch Cooper,7489,60000,2012,2.0,Diesel,Hatchback,2.0L,Automatic
Vauxhall Astra,1600,94835,2002,3.0,Petrol,Hatchback,1.6L,Automatic
Nissan Qashqai,6399,92016,2014,4.0,Petrol,SUV,1.2L,Manual
Audi A3,2399,106420,2002,4.0,Petrol,Hatchback,1.8L,Manual
Peugeot 3008,15350,17495,2017,3.0,Petrol,SUV,1.2L,Manual
BMW 1 SERIES,15970,57839,2019,2.0,Diesel,Hatchback,1.5L,Automatic
Volkswagen Polo,1895,87100,2005,5.0,Petrol,Hatchback,1.2L,Manual
Porsche Cayenne,8105,112000,2009,4.0,Diesel,SUV,3.0L,Automatic
Hyundai Tucson,20500,25162,2021,3.0,Petrol Hybrid,SUV,1.6L,Manual
Honda Cr-v,9995,86000,2015,4.0,Diesel,SUV,2.2L,Manual
Hyundai i30,4040,120635,2013,3.0,Petrol,Hatchback,1.4L,Manual
Hyundai Santa FE,6995,146000,2014,2.0,Diesel,SUV,2.2L,Manual
Toyota Prius,6350,72000,2012,1.0,Petrol Hybrid,Hatchback,1.8L,Automatic
Peugeot 508 SW,18855,33225,2020,1.0,Diesel,Estate,1.5L,Automatic
Toyota Yaris,7400,60438,2012,3.0,Petrol,Hatchback,1.3L,Automatic
Ford Focus,10970,91000,2019,1.0,Petrol,Hatchback,1.5L,Manual
Hyundai I30,3495,86000,2011,1.0,Petrol,Hatchback,1.4L,Manual
